CAID,accountlength,internationalplan,voicemailplan,numbervmailmessages,totaldayminutes,daycalls,totaldaycharge,totaleveminutes,totalevecalls,totalevecharge,totalnightminutes,totalnightcalls,totalnightcharge,totalintlminutes,totalintlcalls,totalintlcharge,numbercustomerservicecalls,CHURN
2817,152,1,2,20,239.1,105,40.65,209.1,111,17.77,268.2,130,12.07,13.3,3,3.59,5,0
2818,75,1,1,0,209.4,133,35.6,211.5,121,17.98,291.2,123,13.1,7.2,4,1.94,1,0
2819,80,1,1,0,197.6,83,33.59,164.5,86,13.98,94,98,4.23,6.4,6,1.73,1,0
2820,148,1,1,0,17.6,121,2.99,161.7,125,13.74,203.1,82,9.14,10.6,6,2.86,1,0
2821,63,2,1,0,62.9,112,10.69,202.9,111,17.25,259,58,11.66,8.9,8,2.4,1,0
2822,97,1,2,28,202.3,97,34.39,69.2,84,5.88,257.6,64,11.59,6.7,3,1.81,1,0
2823,166,1,1,0,136.1,116,23.14,181.4,93,15.42,131.4,108,5.91,11.3,4,3.05,0,0
2824,94,1,1,0,207,109,35.19,167.4,80,14.23,238.2,117,10.72,2.6,6,0.7,1,0
2825,85,1,2,33,207.9,95,35.34,233.5,88,19.85,221.3,92,9.96,13.5,3,3.65,1,0
2826,80,2,1,0,276.5,122,47.01,195.6,79,16.63,210.3,78,9.46,7.2,3,1.94,1,1
2827,88,2,2,25,288.5,114,49.05,203.4,74,17.29,228.4,117,10.28,13,5,3.51,1,0
2828,100,1,1,0,210.9,85,35.85,329.3,69,27.99,127.1,78,5.72,9.4,5,2.54,4,0
2829,154,1,2,35,64.9,76,11.03,184.1,91,15.65,151.6,75,6.82,14.6,1,3.94,1,0
2830,32,1,2,26,243.5,137,41.4,236.8,108,20.13,173.3,149,7.8,9,9,2.43,1,0
2831,18,1,1,0,197,97,33.49,203.7,107,17.31,202,105,9.09,8.7,3,2.35,3,0
2832,126,1,2,31,278,88,47.26,253.2,65,21.52,223.2,114,10.04,8.7,4,2.35,0,0
2833,144,1,2,37,219.9,102,37.38,222.1,77,18.88,118.5,111,5.33,10,4,2.7,1,0
2834,29,1,1,0,313.2,103,53.24,216.3,151,18.39,218.4,106,9.83,12.8,4,3.46,2,1
2835,86,1,2,16,145.7,88,24.77,191,129,16.24,215.5,82,9.7,11.3,7,3.05,0,0
2836,138,1,2,37,75.8,102,12.89,173.6,147,14.76,162.6,96,7.32,8.2,13,2.21,0,0
2837,146,1,1,0,195.9,86,33.3,228.6,82,19.43,303.5,94,13.66,12.2,4,3.29,3,0
2838,175,1,1,0,132,95,22.44,231.2,74,19.65,313.4,108,14.1,8.7,10,2.35,1,0
2839,74,1,2,31,249.4,70,42.4,209.5,59,17.81,180.6,75,8.13,9.9,2,2.67,4,0
2840,105,2,1,0,228.4,100,38.83,145.1,108,12.33,245.3,140,11.04,7.7,7,2.08,0,0
2841,217,1,1,0,123.7,138,21.03,248.5,105,21.12,269.6,78,12.13,13.3,4,3.59,0,0
2842,68,1,1,0,178.7,61,30.38,252.3,84,21.45,255.7,76,11.51,8.4,4,2.27,1,0
2843,80,1,1,0,113.2,86,19.24,185.5,97,15.77,237.3,145,10.68,9.5,5,2.57,1,0
2844,38,1,2,25,142.4,106,24.21,313.7,109,26.66,126.6,117,5.7,13.4,6,3.62,2,0
2845,140,1,1,0,149.7,71,25.45,212.5,97,18.06,245.9,67,11.07,12.6,4,3.4,3,0
2846,114,1,1,0,155.3,75,26.4,169.9,87,14.44,207,133,9.32,12.6,5,3.4,2,0
2847,46,1,1,0,156.4,105,26.59,185.5,98,15.77,226.7,96,10.2,11.8,3,3.19,1,0
2848,118,1,2,42,148.7,105,25.28,167.3,105,14.22,270.6,105,12.18,10.4,7,2.81,0,0
2849,37,1,1,0,271.7,112,46.19,155.1,96,13.18,199.5,97,8.98,6.6,4,1.78,3,0
2850,34,1,1,0,193.7,74,32.93,126.9,84,10.79,221.2,166,9.95,8.8,4,2.38,0,0
2851,98,2,2,23,245.5,54,41.74,292.7,83,24.88,184,90,8.28,10.8,7,2.92,1,0
2852,113,1,1,0,245.3,108,41.7,259.9,140,22.09,204.3,115,9.19,10.7,2,2.89,3,1
2853,121,1,1,0,134.1,112,22.8,195.1,104,16.58,159.6,139,7.18,10.5,2,2.84,2,0
2854,109,1,1,0,175.6,80,29.85,238,94,20.23,198.4,103,8.93,10.2,6,2.75,1,0
2855,136,1,1,0,92.4,109,15.71,219,115,18.62,212.6,80,9.57,12.9,4,3.48,2,0
2856,86,1,1,0,92.8,92,15.78,159.6,87,13.57,148.7,115,6.69,8.8,5,2.38,1,0
2857,100,1,2,27,221.7,100,37.69,236.1,70,20.07,192.7,91,8.67,8,4,2.16,0,0
2858,106,1,1,0,159.6,94,27.13,276.8,118,23.53,223.5,65,10.06,8.8,3,2.38,0,0
2859,104,1,1,0,144.5,107,24.57,180.5,85,15.34,226,94,10.17,17,6,4.59,2,0
2860,129,1,1,0,159.1,100,27.05,202.5,90,17.21,233.1,96,10.49,11.5,6,3.11,2,0
2861,205,1,1,0,49.9,123,8.48,150.7,81,12.81,188.2,67,8.47,10.1,4,2.73,2,0
2862,93,1,2,32,116.9,120,19.87,232.4,97,19.75,127.7,112,5.75,11,9,2.97,0,0
2863,123,1,1,0,150,98,25.5,89.8,95,7.63,326,91,14.67,11.1,3,3,3,0
2864,99,1,1,0,254.4,120,43.25,159.3,92,13.54,264.4,94,11.9,6,5,1.62,1,0
2865,61,1,2,33,270.7,53,46.02,200.7,116,17.06,201.7,102,9.08,10.9,3,2.94,3,0
2866,4,2,1,0,145.3,89,24.7,303.8,93,25.82,206.1,82,9.27,8.9,4,2.4,0,0
2867,56,1,1,0,146.1,57,24.84,196.2,97,16.68,310.1,110,13.95,9.2,3,2.48,0,0
2868,160,1,1,0,256,111,43.52,187.4,61,15.93,119.1,81,5.36,11.5,4,3.11,3,0
2869,106,1,1,0,212.9,110,36.19,187,69,15.9,128.1,71,5.76,6.3,3,1.7,3,0
2870,106,1,1,0,194.8,133,33.12,213.4,73,18.14,190.8,92,8.59,11.5,7,3.11,0,0
2871,83,1,2,30,272.5,105,46.33,253,83,21.51,180.8,123,8.14,8.7,6,2.35,3,0
2872,110,1,1,0,135.1,109,22.97,205.2,99,17.44,166.3,119,7.48,11.7,4,3.16,1,0
2873,153,1,1,0,154.6,56,26.28,263,84,22.36,367.7,89,16.55,15.5,2,4.19,1,0
2874,109,1,2,35,230.5,116,39.19,265.8,130,22.59,269.7,69,12.14,10.6,6,2.86,5,0
2875,31,1,1,0,165.4,84,28.12,203.7,107,17.31,201.7,65,9.08,8.2,1,2.21,1,0
2876,124,1,1,0,143.3,120,24.36,230.7,111,19.61,214.3,91,9.64,7.8,2,2.11,4,1
2877,124,1,1,0,253.5,104,43.1,117.9,123,10.02,248.5,104,11.18,14,2,3.78,0,0
2878,82,1,1,0,167.1,77,28.41,131.8,79,11.2,187.4,98,8.43,9.4,1,2.54,6,1
2879,122,1,1,0,168.3,96,28.61,87.6,91,7.45,247.2,87,11.12,8.4,6,2.27,1,0
2880,137,1,1,0,104.7,115,17.8,249.8,144,21.23,192.3,99,8.65,8.9,2,2.4,1,0
2881,69,1,1,0,135.4,101,23.02,238.1,124,20.24,195.6,102,8.8,10.6,2,2.86,1,0
2882,119,1,1,0,98.8,97,16.8,146.9,68,12.49,190.7,105,8.58,10,4,2.7,3,0
2883,124,2,1,0,157.8,71,26.83,203.2,114,17.27,168.7,82,7.59,10,2,2.7,3,1
2884,139,1,1,0,181.6,119,30.87,335.7,118,28.53,149.8,64,6.74,8.3,6,2.24,4,0
2885,67,1,1,0,129,78,21.93,188,116,15.98,235,102,10.58,11.2,3,3.02,2,0
2886,84,1,1,0,86,83,14.62,260.7,86,22.16,98.6,109,4.44,8.9,4,2.4,1,0
2887,101,1,2,17,193.9,71,32.96,189.8,81,16.13,196.3,97,8.83,12.6,7,3.4,0,0
2888,120,2,1,0,179.9,72,30.58,170,98,14.45,190.6,89,8.58,13.8,2,3.73,1,1
2889,98,1,1,0,288.1,101,48.98,137.9,93,11.72,206.5,88,9.29,0,0,0,0,0
2890,68,2,2,29,195.5,113,33.24,171.6,96,14.59,204,85,9.18,13.5,9,3.65,1,1
2891,149,1,2,20,264.4,102,44.95,219.6,123,18.67,200.4,89,9.02,11.3,3,3.05,2,0
2892,22,1,1,0,207.7,116,35.31,210.6,99,17.9,238.2,88,10.72,9.6,5,2.59,0,0
2893,176,1,1,0,169.5,151,28.82,112.9,84,9.6,56.6,99,2.55,8.7,4,2.35,0,0
2894,152,1,1,0,141.5,102,24.06,263,94,22.36,207.1,113,9.32,3.4,4,0.92,2,0
2895,101,2,1,0,133.5,51,22.7,219.6,96,18.67,210,74,9.45,11.7,4,3.16,1,0
2896,102,1,1,0,273.2,85,46.44,211.1,82,17.94,203.7,129,9.17,13.1,7,3.54,2,1
2897,118,1,1,0,224.6,94,38.18,225.9,120,19.2,269,105,12.11,12.5,8,3.38,2,0
2898,105,1,1,0,273.8,97,46.55,289.7,106,24.62,269.1,126,12.11,5.8,3,1.57,2,1
2899,153,1,1,0,159.5,103,27.12,275.5,90,23.42,176.7,126,7.95,10.1,2,2.73,1,1
2900,71,1,1,0,104,92,17.68,197,125,16.75,110.1,123,4.95,14.6,8,3.94,0,0
2901,71,1,2,31,115.4,90,19.62,217.4,78,18.48,239.9,102,10.8,13.1,4,3.54,1,0
2902,101,1,1,0,217.7,118,37.01,231.7,128,19.69,185.3,128,8.34,0,0,0,3,0
2903,116,1,1,0,129.4,84,22,157.3,89,13.37,215.5,77,9.7,13.3,3,3.59,0,0
2904,54,1,2,33,161.8,73,27.51,273,58,23.21,153.9,76,6.93,13.7,4,3.7,0,0
2905,112,1,2,29,198.8,122,33.8,238.6,114,20.28,289.5,69,13.03,11.5,5,3.11,1,0
2906,122,1,2,45,147.8,85,25.13,147.4,93,12.53,203.5,110,9.16,14,5,3.78,1,0
2907,74,1,1,0,262.3,114,44.59,198.9,96,16.91,165.9,90,7.47,6.6,5,1.78,3,0
2908,90,1,1,0,246.4,83,41.89,160.3,88,13.63,170.9,99,7.69,7.6,7,2.05,1,0
2909,112,1,1,0,174.3,123,29.63,140.2,124,11.92,215.4,89,9.69,9,6,2.43,4,1
2910,100,1,1,0,191.9,95,32.62,200.9,101,17.08,271.9,74,12.24,18.2,3,4.91,1,0
2911,114,1,1,0,187.8,109,31.93,154.6,97,13.14,213.9,102,9.63,10.1,3,2.73,2,0
2912,83,1,1,0,259.7,106,44.15,152.7,116,12.98,224.7,92,10.11,10.2,2,2.75,0,0
2913,157,2,1,0,180.4,123,30.67,194,98,16.49,227.3,88,10.23,8.4,5,2.27,0,0
2914,42,1,1,0,303.9,106,51.66,232.2,54,19.74,147.1,76,6.62,5.8,3,1.57,1,1
2915,112,1,1,0,206.2,122,35.05,164.5,94,13.98,140.3,101,6.31,12.6,7,3.4,3,0
2916,56,1,1,0,164.3,92,27.93,233.7,107,19.86,187.3,104,8.43,11.8,1,3.19,2,0
2917,53,1,1,0,228.6,117,38.86,132.8,123,11.29,227.2,124,10.22,10.1,2,2.73,9,1
2918,68,1,2,30,122.9,93,20.89,233.5,91,19.85,199.5,144,8.98,9.6,2,2.59,2,0
2919,132,1,1,0,214.6,78,36.48,251.7,98,21.39,240.8,88,10.84,13.9,2,3.75,0,0
2920,120,2,1,0,202,123,34.34,184.3,78,15.67,176,89,7.92,7.4,2,2,2,1
2921,108,1,2,32,209.5,108,35.62,109.6,64,9.32,189.7,145,8.54,9.1,6,2.46,6,1
2922,161,1,1,0,297.9,141,50.64,238.1,107,20.24,240.5,93,10.82,8.9,5,2.4,1,1
2923,130,1,1,0,212.8,102,36.18,189.8,137,16.13,170.1,105,7.65,10.6,4,2.86,0,1
2924,122,1,1,0,145.6,102,24.75,284.7,111,24.2,228.2,91,10.27,12.2,5,3.29,0,0
2925,130,1,2,19,152.9,87,25.99,213.2,99,18.12,205.3,114,9.24,10.8,6,2.92,2,0
2926,90,1,1,0,125.4,158,21.32,269.1,83,22.87,238.6,103,10.74,11,7,2.97,1,0
2927,107,1,1,0,294.9,71,50.13,192.8,78,16.39,148.1,87,6.66,13.2,5,3.56,1,1
2928,177,1,1,0,175.4,99,29.82,155.3,83,13.2,179.4,86,8.07,11.5,3,3.11,1,0
2929,121,1,1,0,179.4,70,30.5,143,93,12.16,116.3,113,5.23,11.2,5,3.02,1,0
2930,99,2,2,39,126.8,94,21.56,293.6,115,24.96,174.1,91,7.83,8.4,4,2.27,0,0
2931,126,2,1,0,239.7,87,40.75,281.7,92,23.94,183.5,113,8.26,11.4,1,3.08,1,1
2932,77,1,2,33,143,101,24.31,212.2,102,18.04,104.9,120,4.72,15.3,4,4.13,5,1
2933,21,1,1,0,91.9,109,15.62,198.4,111,16.86,171.7,125,7.73,13,7,3.51,2,0
2934,81,1,1,0,145.6,59,24.75,287.9,131,24.47,181.7,121,8.18,9.2,4,2.48,2,0
2935,139,2,2,31,203.5,82,34.6,200.3,72,17.03,214,112,9.63,13.4,6,3.62,1,1
2936,183,1,2,8,86.5,119,14.71,285.2,97,24.24,180.4,133,8.12,8.7,2,2.35,2,0
2937,90,1,1,0,109.9,102,18.68,220.8,114,18.77,104,133,4.68,10.9,6,2.94,0,0
2938,165,1,1,0,156,88,26.52,276.1,81,23.47,175.9,94,7.92,9.3,5,2.51,1,0
2939,89,1,1,0,326.3,112,55.47,165.1,110,14.03,162.9,97,7.33,7.5,1,2.03,1,1
2940,59,1,1,0,195,58,33.15,198.5,88,16.87,304.3,110,13.69,14.8,9,4,0,0
2941,16,2,1,0,110,91,18.7,147.3,75,12.52,190.5,73,8.57,6.4,7,1.73,0,0
2942,114,1,1,0,147.1,119,25.01,161,111,13.69,275.9,106,12.42,9,3,2.43,5,1
2943,113,1,1,0,156,141,26.52,256.8,72,21.83,175.3,123,7.89,11.9,5,3.21,2,0
2944,120,1,1,0,98.2,99,16.69,186.7,85,15.87,146.7,96,6.6,9.3,4,2.51,2,0
2945,115,1,1,0,210.6,120,35.8,153.1,84,13.01,262.2,79,11.8,11,5,2.97,0,0
2946,37,1,1,0,239.9,120,40.78,261.6,88,22.24,207.1,88,9.32,8.9,4,2.4,2,1
2947,100,2,1,0,159.9,94,27.18,179.9,95,15.29,154.4,102,6.95,11.6,2,3.13,2,1
2948,132,1,1,0,197.8,66,33.63,133.9,119,11.38,177.3,94,7.98,10.9,3,2.94,4,1
2949,38,1,2,36,115.4,98,19.62,166.2,83,14.13,184.7,79,8.31,15.2,6,4.1,2,0
2950,1,1,1,0,123.8,113,21.05,236.2,77,20.08,73.2,81,3.29,3.7,2,1,0,0
2951,55,1,2,28,105.3,82,17.9,197.4,109,16.78,187.5,91,8.44,8.6,6,2.32,2,0
2952,75,1,1,0,111.7,121,18.99,237.3,119,20.17,253.5,110,11.41,13.1,6,3.54,1,0
2953,83,1,1,0,159.3,104,27.08,202.3,98,17.2,229,73,10.31,9.5,3,2.57,2,0
2954,40,1,1,0,81.7,123,13.89,210.2,108,17.87,212,64,9.54,11.3,3,3.05,6,1
2955,120,1,2,40,128.1,99,21.78,247.7,78,21.05,199.7,121,8.99,15.6,3,4.21,0,0
2956,183,1,2,31,171.2,104,29.1,193.6,74,16.46,196.5,85,8.84,10.2,4,2.75,1,0
2957,80,1,1,0,220,114,37.4,207.7,76,17.65,168.4,137,7.58,12.1,3,3.27,2,0
2958,88,1,1,0,55.6,65,9.45,242.7,121,20.63,176.3,134,7.93,11.3,4,3.05,0,0
2959,112,1,2,23,286.6,79,48.72,315.3,102,26.8,193.9,101,8.73,10.3,6,2.78,1,0
2960,63,1,1,0,207.6,96,35.29,229,112,19.47,162.6,131,7.32,13.3,2,3.59,1,0
2961,105,1,2,31,109.6,108,18.63,249.3,119,21.19,321.2,101,14.45,8.3,4,2.24,4,1
2962,92,1,1,0,197.2,113,33.52,242.3,116,20.6,192,76,8.64,11,5,2.97,2,0
2963,177,1,1,0,175.7,120,29.87,168.6,90,14.33,198.9,110,8.95,14.6,4,3.94,1,0
2964,118,1,1,0,205.2,115,34.88,184.8,137,15.71,176.1,115,7.92,7,6,1.89,0,0
2965,111,1,2,13,193.1,104,32.83,111.6,98,9.49,227.4,94,10.23,12.1,4,3.27,1,0
2966,82,1,2,34,232.6,121,39.54,153.2,115,13.02,286.7,77,12.9,4.7,3,1.27,3,0
2967,74,1,1,0,102.7,89,17.46,149.3,100,12.69,188.1,114,8.46,11,5,2.97,0,0
2968,121,1,2,31,263.1,70,44.73,279.3,118,23.74,127.1,143,5.72,9.7,4,2.62,5,0
2969,131,1,1,0,197,79,33.49,201,114,17.09,151.2,111,6.8,11.6,5,3.13,1,0
2970,125,1,1,0,169.3,90,28.78,156,138,13.26,210.8,106,9.49,11.6,6,3.13,2,0
2971,19,1,1,0,201.5,123,34.26,129.2,110,10.98,220.6,98,9.93,12.9,4,3.48,1,0
2972,138,1,1,0,251,119,42.67,91.2,96,7.75,142.2,87,6.4,13.8,3,3.73,3,0
2973,119,1,1,0,230.4,117,39.17,225,101,19.13,198.5,111,8.93,7.6,6,2.05,3,0
2974,137,1,1,0,109.8,120,18.67,230.5,86,19.59,255.8,103,11.51,11.9,6,3.21,1,0
2975,182,1,1,0,279.5,118,47.52,203.2,113,17.27,174.2,101,7.84,10.7,4,2.89,2,1
2976,135,1,1,0,173.4,107,29.48,222,84,18.87,64.2,94,2.89,13.7,6,3.7,1,0
2977,45,1,1,0,96.1,103,16.34,246.8,134,20.98,229.7,92,10.34,9.7,4,2.62,1,0
2978,129,1,1,0,101.4,145,17.24,249.1,116,21.17,157.6,107,7.09,7.1,6,1.92,1,0
2979,130,1,2,45,174.5,120,29.67,217.5,95,18.49,220.3,67,9.91,12.2,2,3.29,1,0
2980,163,1,2,23,224,126,38.08,233.5,89,19.85,293.9,104,13.23,8.8,4,2.38,1,0
2981,105,1,1,0,211.1,99,35.89,176.7,66,15.02,221.5,96,9.97,14.7,7,3.97,4,0
2982,119,1,1,0,109.2,96,18.56,153.1,80,13.01,240,102,10.8,9.8,5,2.65,2,0
2983,78,1,1,0,220,95,37.4,179.9,121,15.29,188.2,109,8.47,11.5,5,3.11,0,0
2984,146,1,2,11,180.7,82,30.72,173.7,90,14.76,231.5,89,10.42,10.1,4,2.73,2,0
2985,88,1,1,0,183.5,93,31.2,170.5,80,14.49,193.8,88,8.72,8.3,5,2.24,3,0
2986,83,1,2,38,107.9,90,18.34,140.4,94,11.93,253.6,79,11.41,10.5,2,2.84,0,0
2987,3,2,1,0,161,96,27.37,244.9,82,20.82,180.8,103,8.14,7.7,6,2.08,1,0
2988,48,1,1,0,149.2,146,25.36,161.9,109,13.76,197.9,109,8.91,8.3,2,2.24,3,0
2989,189,1,1,0,227.8,124,38.73,169.5,112,14.41,201.1,91,9.05,5.6,4,1.51,3,0
2990,95,1,2,23,160.3,87,27.25,202.4,101,17.2,191.1,122,8.6,7.4,3,2,0,0
2991,129,1,1,0,137.8,120,23.43,225.8,110,19.19,145.2,95,6.53,10.2,6,2.75,1,1
2992,66,1,2,40,141.7,87,24.09,268.3,89,22.81,241.3,68,10.86,8.5,7,2.3,0,0
2993,1,1,1,0,175.2,74,29.78,151.7,79,12.89,230.5,109,10.37,5.3,3,1.43,1,0
2994,84,1,1,0,146.8,133,24.96,171.7,73,14.59,234.5,69,10.55,9.9,3,2.67,1,0
2995,96,1,1,0,173.9,111,29.56,287.4,105,24.43,204.8,91,9.22,9.1,7,2.46,1,0
2996,123,1,2,34,305.2,80,51.88,156.5,109,13.3,280,81,12.6,13.2,7,3.56,1,0
2997,116,2,2,29,162.3,91,27.59,279.3,79,23.74,192.7,131,8.67,11.7,2,3.16,3,1
2998,105,2,1,0,150,106,25.5,293.8,123,24.97,250.7,65,11.28,10.3,7,2.78,3,0
2999,80,1,1,0,197.5,114,33.58,206.9,119,17.59,163.6,109,7.36,11.3,4,3.05,1,0
3000,157,1,1,0,240.2,67,40.83,153,98,13.01,249,72,11.21,10.2,6,2.75,2,0
3001,141,1,2,39,116.9,127,19.87,276.5,88,23.5,289.9,125,13.05,12.3,2,3.32,0,0
3002,79,1,2,17,236.7,95,40.24,263.5,56,22.4,259.6,107,11.68,12,4,3.24,1,0
3003,76,1,1,0,173.2,93,29.44,131.2,80,11.15,170.9,104,7.69,5.4,3,1.46,0,0
3004,94,1,1,0,181.3,135,30.82,182.4,108,15.5,180.6,103,8.13,6.7,2,1.81,0,0
3005,143,1,1,0,167.8,72,28.53,211,99,17.94,153.5,109,6.91,10.5,6,2.84,4,1
3006,109,1,1,0,175.4,125,29.82,250.7,87,21.31,289.3,74,13.02,9.8,9,2.65,1,0
3007,138,1,1,0,87.6,112,14.89,266.9,107,22.69,214.6,104,9.66,9.8,10,2.65,2,0
3008,73,1,1,0,203.3,45,34.56,141.9,87,12.06,200.7,71,9.03,8.5,6,2.3,0,0
3009,21,1,1,0,92.6,95,15.74,161.9,70,13.76,285,78,12.83,11.3,3,3.05,5,1
3010,148,1,2,21,262.9,135,44.69,149.5,96,12.71,140.5,109,6.32,8.1,4,2.19,1,0
3011,103,1,1,0,160.8,91,27.34,155.8,82,13.24,254.3,103,11.44,8.5,3,2.3,1,0
3012,143,1,2,22,141.8,116,24.11,167.3,99,14.22,178.1,130,8.01,7.8,3,2.11,1,0
3013,79,1,2,32,50.6,62,8.6,201.4,87,17.12,146.8,121,6.61,4.2,4,1.13,2,0
3014,89,1,1,0,134.9,59,22.93,156,152,13.26,197.5,112,8.89,10.2,5,2.75,1,0
3015,120,1,1,0,252.1,110,42.86,226.1,103,19.22,155.6,83,7,13.8,3,3.73,1,0
3016,121,1,2,41,215.5,95,36.64,241.8,92,20.55,147,108,6.61,9.6,3,2.59,1,0
3017,101,1,1,0,124.8,66,21.22,257.2,85,21.86,193.2,115,8.69,13.4,4,3.62,0,0
3018,115,1,1,0,178.7,114,30.38,271,96,23.04,245.9,94,11.07,16.4,5,4.43,2,0
3019,168,1,1,0,183.2,131,31.14,179.2,73,15.23,292.8,100,13.18,9.9,5,2.67,2,0
3020,90,1,1,0,167.5,96,28.48,139.1,104,11.82,138.4,87,6.23,13,1,3.51,1,0
3021,138,1,1,0,230.1,107,39.12,212,120,18.02,174.9,119,7.87,13.2,4,3.56,1,0
3022,43,1,1,0,135.8,125,23.09,163.2,88,13.87,229.8,106,10.34,12.6,3,3.4,0,0
3023,117,1,2,20,205.7,98,34.97,136.1,107,11.57,159.4,147,7.17,8.7,3,2.35,2,0
3024,118,1,1,0,189.3,119,32.18,233.5,112,19.85,270.9,104,12.19,10,1,2.7,2,0
3025,169,1,1,0,147.2,115,25.02,161.9,123,13.76,142.1,103,6.39,7.2,6,1.94,3,0
3026,62,1,2,42,137.3,95,23.34,184.2,94,15.66,231.4,70,10.41,10.2,3,2.75,0,0
3027,86,1,1,0,70.7,125,12.02,211,113,17.94,174.6,107,7.86,0,0,0,2,0
3028,44,1,1,0,204.6,117,34.78,205.2,94,17.44,164.6,84,7.41,10.7,5,2.89,0,0
3029,111,1,1,0,123.1,88,20.93,213.9,84,18.18,184.9,88,8.32,12,2,3.24,5,1
3030,127,1,2,19,129.7,115,22.05,160.8,101,13.67,265,63,11.93,12.2,3,3.29,2,0
3031,53,1,1,0,145.1,116,24.67,233.7,82,19.86,208.7,95,9.39,7.9,5,2.13,2,0
3032,15,1,1,0,135.2,101,22.98,152.5,79,12.96,224.8,83,10.12,8.4,5,2.27,2,0
3033,137,1,1,0,215.9,76,36.7,145.4,118,12.36,186.9,129,8.41,12.1,4,3.27,1,0
3034,106,1,1,0,119.2,142,20.26,228.4,139,19.41,197.9,61,8.91,8.4,9,2.27,2,0
3035,88,1,1,0,144.3,116,24.53,156.4,74,13.29,214.7,90,9.66,7.8,10,2.11,3,0
3036,95,1,1,0,174,57,29.58,281.1,118,23.89,197.2,94,8.87,9.7,2,2.62,0,0
3037,57,2,1,0,115,65,19.55,122.3,96,10.4,245,75,11.03,6.4,1,1.73,0,1
3038,184,1,1,0,151.7,93,25.79,178.5,77,15.17,229.1,111,10.31,13.1,8,3.54,2,0
3039,109,1,1,0,153.1,102,26.03,234.1,77,19.9,329.2,74,14.81,9.9,9,2.67,3,0
3040,127,1,1,0,218.6,93,37.16,149.9,130,12.74,204.6,131,9.21,9.2,5,2.48,2,0
3041,82,1,1,0,265.2,122,45.08,178.7,102,15.19,174.7,90,7.86,10.7,9,2.89,2,0
3042,180,1,1,0,143.3,134,24.36,180.5,113,15.34,184.2,87,8.29,10.1,4,2.73,1,0
3043,174,1,1,0,190.3,98,32.35,252.7,70,21.48,220.6,97,9.93,7.2,9,1.94,2,0
3044,92,1,1,0,184.7,60,31.4,262,73,22.27,239.5,120,10.78,12.3,6,3.32,2,1
3045,81,1,1,0,115.3,99,19.6,224.7,117,19.1,152.5,98,6.86,18,2,4.86,1,0
3046,125,1,1,0,113,108,19.21,169.2,107,14.38,156.6,61,7.05,9.2,5,2.48,2,1
3047,34,1,1,0,128.8,80,21.9,208.7,93,17.74,202.1,103,9.09,14,7,3.78,1,0
3048,138,2,2,28,211.2,117,35.9,312.5,98,26.56,178,118,8.01,10.7,2,2.89,3,1
3049,90,1,2,24,71.2,82,12.1,181.6,103,15.44,186.9,111,8.41,12.9,1,3.48,1,0
3050,19,1,1,0,259.4,116,44.1,269.7,109,22.92,175.3,130,7.89,9.5,3,2.57,1,1
3051,120,1,2,28,215.8,123,36.69,285.2,76,24.24,192.1,78,8.64,6.9,3,1.86,1,0
3052,90,1,1,0,157.9,72,26.84,234,93,19.89,210,86,9.45,12.2,5,3.29,2,0
3053,72,1,1,0,139.9,117,23.78,223.6,96,19.01,240.8,93,10.84,12.7,4,3.43,2,0
3054,79,2,1,0,103.5,134,17.6,319.3,111,27.14,239.9,124,10.8,8.4,4,2.27,2,0
3055,87,1,1,0,185.8,119,31.59,192.3,83,16.35,200,96,9,6.6,4,1.78,1,0
3056,102,1,1,0,129.5,56,22.02,354.2,118,30.11,145.5,93,6.55,10.9,3,2.94,1,0
3057,49,1,1,0,236.6,91,40.22,220.9,146,18.78,146.8,114,6.61,8.9,2,2.4,1,0
3058,67,1,1,0,260.4,107,44.27,208.2,104,17.7,207.9,115,9.36,10,2,2.7,6,0
3059,107,1,1,0,167.3,100,28.44,163.9,79,13.93,185.9,100,8.37,6.7,5,1.81,2,0
3060,118,1,1,0,113,80,19.21,150.1,87,12.76,204.3,115,9.19,10.8,4,2.92,2,0
3061,120,1,1,0,185.7,133,31.57,235.1,149,19.98,256.4,78,11.54,16.9,6,4.56,0,0
3062,94,1,1,0,136.2,114,23.15,165.1,118,14.03,137.9,71,6.21,9.6,5,2.59,0,0
3063,115,1,2,29,222.6,81,37.84,190.3,109,16.18,201.2,87,9.05,11.5,2,3.11,1,0
3064,61,1,1,0,197.3,67,33.54,264.5,106,22.48,210.5,116,9.47,9,6,2.43,1,0
3065,143,1,2,33,141.4,130,24.04,186.4,114,15.84,210,111,9.45,7.7,6,2.08,1,0
3066,110,1,1,0,208,69,35.36,95.1,94,8.08,178.5,129,8.03,8,11,2.16,1,0
3067,104,1,1,0,118.5,92,20.15,177.8,109,15.11,255.7,98,11.51,12.1,4,3.27,1,0
3068,16,1,1,0,153.2,65,26.04,229.7,90,19.52,148.2,94,6.67,10.7,8,2.89,1,0
3069,183,1,1,0,108.3,87,18.41,183.6,116,15.61,176.6,109,7.95,13.5,2,3.65,0,0
3070,58,1,1,0,247.2,116,42.02,303.7,103,25.81,105.4,94,4.74,9.3,2,2.51,2,1
3071,102,2,1,0,224.2,81,38.11,243.3,90,20.68,147.8,66,6.65,12,8,3.24,3,0
3072,123,1,1,0,166.9,98,28.37,221.8,77,18.85,243.9,114,10.98,12.8,4,3.46,3,0
